,Rest_id,name,rate,phone,location,rest_type,reviews_list,Mean Rating,Ro Rating,scaled_sentiment,final_score
1964,1964,Little Kolkata,3.9,"+91 7349514383
+91 9535415192",Ejipura,Quick Bites,"[('Rated 5.0', ""RATED\n  Being a Bengali in Bangalore is tough if you don't get your meal right but then here comes the ultimate solution to your problems.... This makes you feel you never left Kolkata at all... The exact taste and the exact food you need to brighten up your mood amid all of the sambar and idli avaliable in the town.... This is your Bong Heaven... Bengalis is Bangalore...""), ('Rated 3.0', 'RATED\n  Their fish is tasty, however Everytime I order any of the rice items I feel taste is not up to the mark, whether the issue is with the quality of rice or they are unable to prepare it well not sure abt. Hope they make it better.\nBudget friendly place.')]",3.71,"{'roberta_neg': 0.15516326, 'roberta_neu': 0.38506305, 'roberta_pos': 0.4597737}",3.0,3.3
2288,2288,Delicacy,3.9,"080 25502233
080 41753636",Koramangala 4th Block,Casual Dining,"[('Rated 1.0', 'RATED\n  Food is extremely average everything is way too spicy and taste s stale pad thai noodles were not upto the mark schegwan chicken is worst!!! packing is ok delivery is slow'), ('Rated 4.0', 'RATED\n  Ordered fried rice chilly prawns dragon chicken .. everything was upto the mark.\nThe complimentary momos was really great. I just loved the sauce.\nThe batter was less so we could really taste the prawns and chicken . Comparing chicken and prawns i loved prawns more ??\nRice was okay.\n\n\nService was bit slow\nAnd I didnÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t like ambience.\n\nFood - 5/5\nAmbience - 1/5\nService - 3/5'), ('Rated 2.0', 'RATED\n  Ordered food for dinner. Delicacy chicken tasted horrible. The spring onions were so hard that it pinched in the mouth. Tasteless Chinese dishes. The other chicken dish was still edible even though it was not up to the mark. Not ordering from here anytime soon. Quite disappointed with the food.')]",3.74,"{'roberta_neg': 0.49929592, 'roberta_neu': 0.31351995, 'roberta_pos': 0.18718411}",3.0,3.3
1347,1347,Bangalore Agarwal Bhavan,3.9,"+91 9880988500
+91 9342943356",Jayanagar,Quick Bites,"[('Rated 1.0', 'RATED\n  I ordered home delivery from this place and it was a very disappointing experience.\nWe had ordered Cheese dosa and a grill cheese sandwich. Both turned out to be really bad.\nThe dosa had no signs of any cheese in it and was crumpled like it was just thrown into the box.\nThe grill cheese sandwich had some sauce with was super sour and impossible to eat. Never had such and obnoxious grill cheese sandwich ever.\nWill never Order from this place, ever again.'), ('Rated 5.0', 'RATED\n  Whenever want to try vegan, just ordered from here. Have tasted chole batura, gazar ka halwa, chocolate lassi had to say it was one of the best place to opt for.'), ('Rated 4.0', ""RATED\n  Went there for their famous unlimited Pani-Puris.\nTasty indeed.\nTheir Puris are crispy and thick, They have two varieties of Pani's, one the sweet one and the other being the spicy one. Sweet Pani-Puris were More or less a sugary water. But the spicy pani-puri was great.\nThe Restaurant is clean and the Pani-Puris were made hygienically.\nEven after eating 45 of them, my stomach kept well!!?\nFood : 4.2/5\nService : 4.5/5\nAmbiance :4.0/5""), ('Rated 3.0', 'RATED\n  Had been here for lunch.Ambience is ok.Service is too slow.Staff is ok.Prices are high.Street parking.Dint like food.Just average. Took lemon coriander soup crispy corn aloo anaar. Roti was very hard.Gravy ok.Cooker biriyani was ok.'), ('Rated 4.0', ""RATED\n  This place is located really close to where I stay and it's definitely my go to place for light snacks in the evening! The jalebis here are amazing! Must try :)The Raj Kachori and Tawa Pulao ate good too. Would love to visit again, thanks ?"")]",3.71,"{'roberta_neg': 0.13375305, 'roberta_neu': 0.28068638, 'roberta_pos': 0.58556056}",3.0,3.3
150,150,Zephyr,3.9,"+91 9632248392
080 41476255",Basavanagudi,Casual Dining,"[('Rated 3.0', 'RATED\n  Ok this place is not so well maintained\nHookah is the main attraction here\nFood is Ok\nThe Service is good\nThis is pocket friendly hookah place')]",3.71,"{'roberta_neg': 0.25455993, 'roberta_neu': 0.40607423, 'roberta_pos': 0.33936584}",3.0,3.3
21,21,Catch-Up-Ino,3.9,"+91 9972988038
+91 9900121238",Banashankari,Cafe,"[('Rated 1.0', ""RATED\n  This place is right opposite to the theatre and remember you'll have to climb up all the way up to 4th floor as there's no lift. You will be tired by the time you reach unless you are a fitness freak.\nWell for starters, asked the man to give me his best shot of hookah so we could come back and surprisingly he gave us the worst of it. Asked for a strong but got a tasteless flavoured was a mix of 3.\nAvoid masala french fries as they were bad, it looked like he just put all the Mirchi he had in the kitchen..\nI wish I would have taken the pic.\nA cool place to hangout when your girl is getting a hair treatment in perimeter salon..\nNevertheless it was okay I hope they would improve their ambience and service.\n\nFood - 1/5\nService - 2/5\nAmbience - 3/5\n\nPlease follow my foodpage Instagram - whenfoodiesmet ."")]",3.71,"{'roberta_neg': 0.33975187, 'roberta_neu': 0.42681184, 'roberta_pos': 0.23343618}",3.0,3.3
2045,2045,Delicacy,3.9,"080 25502233
080 41753636",Koramangala 4th Block,Casual Dining,"[('Rated 1.0', 'RATED\n  Food is extremely average everything is way too spicy and taste s stale pad thai noodles were not upto the mark schegwan chicken is worst!!! packing is ok delivery is slow'), ('Rated 4.0', 'RATED\n  Ordered fried rice chilly prawns dragon chicken .. everything was upto the mark.\nThe complimentary momos was really great. I just loved the sauce.\nThe batter was less so we could really taste the prawns and chicken . Comparing chicken and prawns i loved prawns more ??\nRice was okay.\n\n\nService was bit slow\nAnd I didnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t like ambience.\n\nFood - 5/5\nAmbience - 1/5\nService - 3/5'), ('Rated 2.0', 'RATED\n  Ordered food for dinner. Delicacy chicken tasted horrible. The spring onions were so hard that it pinched in the mouth. Tasteless Chinese dishes. The other chicken dish was still edible even though it was not up to the mark. Not ordering from here anytime soon. Quite disappointed with the food.')]",3.74,"{'roberta_neg': 0.4472566, 'roberta_neu': 0.30486226, 'roberta_pos': 0.2478811}",3.0,3.3
1487,1487,Stoned Monkey,3.9,+91 9972710694,JP Nagar,Dessert Parlor,"[('Rated 4.0', 'RATED\n  Got this delicious paan banaras which is a must have here. the quality of gulkand was fresh and the guy topped it with some extra dates and almonds to seal the deal for me.\nOnly con: the cup size should have been a little bigger.\nThis brings down the last star!'), ('Rated 4.0', 'RATED\n  Ambience was good but not that spacious\nA nice themed with a monkey pic\nStoned ice creams are little overpriced but presentation was k.the other branch was better compered to this I felt.'), ('Rated 3.0', 'RATED\n  Presentation and taste are two things that matter to all connoisseurs of food. But if you can only choose one of those two, most of us would choose the latter. This is something stoned monkey can pay a little more attention to.'), ('Rated 2.0', 'RATED\n  I am giving 2 only because of ice cream. I feel everything is overpriced.\n\nOrdered nachos and ice cream from here online. They simply cheated because it was online delivery.\n\nThere was nothing in nachos when in the description it is mentioned baked beans, onions, tomatoes n all other veggies. They have put carrot, capsicum peels and little mayonnaise and Even nachos was not at all crispy. Very disappointed.\n\nAnd ice cream (Date the nuts) was actually good. It was full of nuts, dry fruits. Worth having.'), ('Rated 3.0', 'RATED\n  Open late at night. A decent place for deserts. Bit overpriced though. Lavalicious is a must try here. The person taking at the counter should be a bit more interactive')]",3.9,"{'roberta_neg': 0.40058273, 'roberta_neu': 0.41195256, 'roberta_pos': 0.1874647}",3.0,3.3
1826,1826,Countryside - The Taste Of Chettinad,3.9,"080 25426099
+91 9535801380",Kalyan Nagar,Casual Dining,"[('Rated 2.0', ""RATED\n  One of the overpriced and the worst restaurant serving in the name of authentic food. Food served was not at all authentic or tasty. Felt like street food serves better than these guys. Each of the menu items are extremely over priced. Misleading service, item ordered and served won't match at all. I had ordered cashew pulav, they served ghee rice with cashews. Attracts no customer, always completely free. Mostly people come here for experience and end up visiting one time. Please I suggest you to try other costal restaurants nearby.""), ('Rated 3.0', 'RATED\n  I tried few items from here and it was good. Would visit again to try other items and give a detailed review. Have tried, Vazhaipoo Vada and banana stem soup which we dont find it everywhere . Vajram Fish fry was also good enough.\nI would give a overall rating for 3/5'), ('Rated 4.0', 'RATED\n  Liked the non veg thali with its multiple non veg options...place was empty apart from us since it was a weekday but no complaints....the meal was delicious and filling...Will be going again when that thanku craving creeps up....kudos guys'), ('Rated 2.0', 'RATED\n  While the service is good and gives an inital good impression when you place the order, the food is below par and portions of chicken served in the chettinad chicken roast we ordered barely had flesh inspite of not serving nattu kozhi and was tough meat! Has ample and clean seating but for an 8pm dinner on a weekday I was not surprised the place was empty- reputation does travel!')]",3.71,"{'roberta_neg': 0.12219714, 'roberta_neu': 0.288168, 'roberta_pos': 0.5896349}",3.0,3.3
2368,2368,Pabrai'S Fresh & Naturelle Icecreams,3.9,"+91 9901328000
+91 8041602601",Koramangala 5th Block,Dessert Parlor,"[('Rated 4.0', 'RATED\n  NOLEN GUR ... must try... it ll melt in mouth.. i never say no to nolen gur ice cream ... among other flavour mascapone cheese,coconut tender,tasts is good ..'), ('Rated 3.0', 'RATED\n  Had their tender coconut icecream and I loved it soo much that ordered another scoop of it...\nThe icecreams here are claimed to be natural and the flavours are varied ranging from sitaphal to coconut to filter coffee. The only thing I dislike here is the availability, there are times where we travelled so far to have a specific flavour but it was unavailable..\nCost-4/5\nAmbience- 2/5\nTaste- 4.5/5')]",3.92,"{'roberta_neg': 0.1755138, 'roberta_neu': 0.23784396, 'roberta_pos': 0.5866422}",3.0,3.3
627,627,Firewood Biryani,3.9,"080 41253811
+91 7022114555",Residency Road,Quick Bites,"[('Rated 5.0', ""RATED\n  If you're looking for an authentic and traditional firewood smoked Biryani, then this is the place you wanted to visit and try. Biryani had rich flavours and spices and ghee. Loved the smoked chicken. Would have been better if they had boneless chicken as the pieces which I received had more bone then chicken""), ('Rated 3.0', ""RATED\n  Firewood Biryani : We visited this place for a team lunch. We ordered for Biriyani Rice with Kebabs and Malnad Chicken. Food was really satisfactory, along with fast service. I think overall it's a good place for a quick lunch, in case if you're craving for Biriyani ?""), ('Rated 1.0', 'RATED\n  Unsatisfactory!\n\nI had ordered Chicken Biryani from here the other day. Well I did not feel good about the food. The biryani does have the smoke wood smell. The biryani lacks taste is what I feel!\n\nNote: This rating is just for their Chicken Biryani.'), ('Rated 3.0', 'RATED\n  Combo seems costly but biriyani is good! not a must try but good in this area! Chicken is very juicy. Biriyani is not spicy enough. No variety of choice is there')]",3.71,"{'roberta_neg': 0.12068997, 'roberta_neu': 0.278909, 'roberta_pos': 0.60040104}",3.0,3.3
496,496,Empire Restaurant,3.9,080 43334321,BTM,"Takeaway, Delivery","[('Rated 3.0', 'RATED\n  We ordered the following\n1) veg combo - consisting of a Gobi Manchuria n vegetable fried rice which was in a right quantity serving one person.\nRating - 4/5\n\n2) non veg combo - consisting of boneless chicken biryani n chicken popcorn kebab where the biryani was well cooked n chicken was quiet hard.\nRating - 3/5\n\nDelivery service - 4.5/5\nFood - 3.5/5'), ('Rated 3.0', 'RATED\n  Ordered a Kadahi Paneer Gravy, 2 Butter Naan and Veg Noodles. It came along with some other kind of gravy too, which was as good as Naan and Noodles but the Paneer gravy was a let down. I have had Nonveg food at other Empire outlets and it was always good. I guess veg food is not their specialty. I will not order veg from Empire, Nonveg is tried and tested. Packaging and handling was good and prompt.')]",3.85,"{'roberta_neg': 0.14383924, 'roberta_neu': 0.48865402, 'roberta_pos': 0.36750683}",3.0,3.3
690,690,Keventers,3.9,080 45128731,Lavelle Road,"Beverage Shop, Dessert Parlor","[('Rated 5.0', 'RATED\n  Wanna sip again.... Best shakes i had been taste ever... Taste of heaven in tongue... Highly recommending this to all... Best shakes in the city..'), ('Rated 2.0', 'RATED\n  Tried their KitKat shake and it was more watery rather than being thick and milky.And a whopping 200+ for this is an absolute no-no, Only their bottles are cute and nice'), ('Rated 5.0', 'RATED\n  We had ordered cold coffee , and butterscotch milk shake. The quality of shakes here is excellent. They have a variety of thick shakes as well which can be tried.'), ('Rated 3.0', 'RATED\n  I had been wanting to try the Keventers for ages and finally got a chance when we were at the UB city.\nThe shakes/ drinks are provided in glass bottles, which is cool. But overall Keventers is overhyped and overpriced.\nI had cold coffee (small) and Mr.M had almond rose something thickshake ( I donÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t remember the name but there was rose flavour in it )\nBoth tasted pretty average, nothing unique or mind blowing .\n\npanchamiblogs.com'), ('Rated 2.0', ""RATED\n  I've visited this outlet in UB City multiple times. Tried many flavors but none of them were good. The only flavor i liked was Choco Hazelnut. It says thick shakes but it's really ain't thick."")]",3.63,"{'roberta_neg': 0.12437616, 'roberta_neu': 0.2855607, 'roberta_pos': 0.59006315}",3.0,3.3
